.text,004006C0,_start,B0,T,31ED,xor,xor_11,ebp,ebp,1,1,N,,xor,S
.text,00400F52,main,B53,T,488B45E0,mov,mov_14,rax,[rbp+var_20],1,4,N,,mov,C
.text,00400F56,main,B53,T,488905CB062000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400F5D,main,B54,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400F62,main,B54,T,E849F7FFFF,call,call_70,_rand,,7,0,J,.CODE,call.CODE,C
.text,00400F67,main,B54,T,8945DC,mov,mov_41,[rbp+var_24],eax,4,1,N,,mov,C
.text,00400F6A,main,B54,T,BF10000000,mov,mov_15,edi,10h,1,5,N,,mov,C
.text,00400F6F,main,B54,T,E8FCF6FFFF,call,call_70,_malloc,,7,0,J,.CODE,call.CODE,C
.text,00400F74,main,B54,T,488945D0,mov,mov_41,[rbp+var_30],rax,4,1,N,,mov,C
.text,00400F78,main,B54,T,48837DD000,cmp,cmp_45,[rbp+var_30],0,4,5,N,,cmp,C
.text,00400F7D,main,B54,T,7450,jz,jz_70,loc_400FCF,,7,0,J,.CODE,jz.CODE,C
.text,00400F7F,main,B55,T,488B45D0,mov,mov_14,rax,[rbp+var_30],1,4,N,,mov,C
.text,00400F83,main,B55,T,8B55DC,mov,mov_14,edx,[rbp+var_24],1,4,N,,mov,C
.text,00400F86,main,B55,T,8910,mov,mov_31,[rax],edx,3,1,N,,mov,C
.text,00400F88,main,B55,T,488B0599062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400F8F,main,B55,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00400F92,main,B55,T,7424,jz,jz_70,loc_400FB8,,7,0,J,.CODE,jz.CODE,C
.text,00400F94,main,B56,T,488B058D062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400F9B,main,B56,T,488B5008,mov,mov_14,rdx,[rax+8],1,4,N,,mov,C
.text,00400F9F,main,B56,T,488B45D0,mov,mov_14,rax,[rbp+var_30],1,4,N,,mov,C
.text,00400FA3,main,B56,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00400FA7,main,B56,T,488B057A062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400FAE,main,B56,T,488B55D0,mov,mov_14,rdx,[rbp+var_30],1,4,N,,mov,C
.text,00400FB2,main,B56,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00400FB6,main,B56,T,EB17,jmp,jmp_70,loc_400FCF,,7,0,J,.CODE,jmp.CODE,C
.text,00400FB8,main,B57,T,488B45D0,mov,mov_14,rax,[rbp+var_30],1,4,N,,mov,C
.text,00400FBC,main,B57,T,488B55D0,mov,mov_14,rdx,[rbp+var_30],1,4,N,,mov,C
.text,00400FC0,main,B57,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00400FC4,main,B57,T,488B45D0,mov,mov_14,rax,[rbp+var_30],1,4,N,,mov,C
.text,00400FC8,main,B57,T,48890559062000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400FCF,main,B58,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400FD4,main,B58,T,E8D7F6FFFF,call,call_70,_rand,,7,0,J,.CODE,call.CODE,C
.text,00400FD9,main,B58,T,8945CC,mov,mov_41,[rbp+var_34],eax,4,1,N,,mov,C
.text,00400FDC,main,B58,T,BF10000000,mov,mov_15,edi,10h,1,5,N,,mov,C
.text,00400FE1,main,B58,T,E88AF6FFFF,call,call_70,_malloc,,7,0,J,.CODE,call.CODE,C
.text,00400FE6,main,B58,T,488945C0,mov,mov_41,[rbp+var_40],rax,4,1,N,,mov,C
.text,00400FEA,main,B58,T,48837DC000,cmp,cmp_45,[rbp+var_40],0,4,5,N,,cmp,C
.text,00400FEF,main,B58,T,7450,jz,jz_70,loc_401041,,7,0,J,.CODE,jz.CODE,C
.text,00400FF1,main,B59,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,00400FF5,main,B59,T,8B55CC,mov,mov_14,edx,[rbp+var_34],1,4,N,,mov,C
.text,00400FF8,main,B59,T,8910,mov,mov_31,[rax],edx,3,1,N,,mov,C
.text,00400FFA,main,B59,T,488B0527062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00401001,main,B59,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00401004,main,B59,T,7424,jz,jz_70,loc_40102A,,7,0,J,.CODE,jz.CODE,C
.text,00401006,main,B60,T,488B051B062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,0040100D,main,B60,T,488B5008,mov,mov_14,rdx,[rax+8],1,4,N,,mov,C
.text,00401011,main,B60,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,00401015,main,B60,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00401019,main,B60,T,488B0508062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00401020,main,B60,T,488B55C0,mov,mov_14,rdx,[rbp+var_40],1,4,N,,mov,C
.text,00401024,main,B60,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00401028,main,B60,T,EB17,jmp,jmp_70,loc_401041,,7,0,J,.CODE,jmp.CODE,C
.text,0040102A,main,B61,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,0040102E,main,B61,T,488B55C0,mov,mov_14,rdx,[rbp+var_40],1,4,N,,mov,C
.text,00401032,main,B61,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00401036,main,B61,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,0040103A,main,B61,T,488905E7052000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00401041,main,B62,T,488B05E0052000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00401048,main,B62,T,488905F1052000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,0040104F,main,B62,T,C745BC01000000,mov,mov_45,[rbp+var_44],1,4,5,N,,mov,C
.text,00401056,main,B62,T,C745B801000000,mov,mov_45,[rbp+var_48],1,4,5,N,,mov,C
.text,0040105D,main,B62,T,837D8C05,cmp,cmp_45,[rbp+var_74],5,4,5,N,,cmp,C
.text,00401061,main,B62,T,741E,jz,jz_70,loc_401081,,7,0,J,.CODE,jz.CODE,C
.text,00401063,main,B63,T,BE04000000,mov,mov_15,esi,4,1,5,N,,mov,C
.text,00401068,main,B63,T,BFF0114000,mov,mov_15,edi,offset format,1,5,N,_r.DATA,mov_r.DATA,C
.text,0040106D,main,B63,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00401072,main,B63,T,E8B9F5FFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00401077,main,B63,T,BFFFFFFFFF,mov,mov_15,edi,0FFFFFFFFh,1,5,N,,mov,C
.text,0040107C,main,B63,T,E81FF6FFFF,call,call_70,_exit,,7,0,J,.CODE,call.CODE,C
.text,00401081,main,B64,T,C745FC00000000,mov,mov_45,[rbp+var_4],0,4,5,N,,mov,C
.text,00401088,main,B64,T,EB49,jmp,jmp_70,loc_4010D3,,7,0,J,.CODE,jmp.CODE,C
.text,0040108A,main,B65,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,0040108D,main,B65,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,0040108F,main,B65,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00401093,main,B65,T,488D14C500000000,lea,lea_12,rdx,ds:0[rax*8],1,2,N,,lea,C
.text,0040109B,main,B65,T,488B4580,mov,mov_14,rax,[rbp+var_80],1,4,N,,mov,C
.text,0040109F,main,B65,T,4801D0,add,add_11,rax,rdx,1,1,N,,add,C
.text,004010A2,main,B65,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,004010A5,main,B65,T,BA0A000000,mov,mov_15,edx,0Ah,1,5,N,,mov,C
.text,004010AA,main,B65,T,BE00000000,mov,mov_15,esi,0,1,5,N,,mov,C
.text,004010AF,main,B65,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,004010B2,main,B65,T,E8C9F5FFFF,call,call_70,_strtoul,,7,0,J,.CODE,call.CODE,C
.text,004010B7,main,B65,T,488945B0,mov,mov_41,[rbp+var_50],rax,4,1,N,,mov,C
.text,004010BB,main,B65,T,488B45B0,mov,mov_14,rax,[rbp+var_50],1,4,N,,mov,C
.text,004010BF,main,B65,T,8845AF,mov,mov_41,[rbp+var_51],al,4,1,N,,mov,C
.text,004010C2,main,B65,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004010C5,main,B65,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,004010C7,main,B65,T,0FB655AF,movzx,movzx_14,edx,[rbp+var_51],1,4,N,,movzx,C
.text,004010CB,main,B65,T,885405A0,mov,mov_41,[rbp+rax+var_60],dl,4,1,N,,mov,C
.text,004010CF,main,B65,T,8345FC01,add,add_45,[rbp+var_4],1,4,5,N,,add,C
.text,004010D3,main,B66,T,837DFC03,cmp,cmp_45,[rbp+var_4],3,4,5,N,,cmp,C
.text,004010D7,main,B66,T,7EB1,jle,jle_70,loc_40108A,,7,0,J,.CODE,jle.CODE,C
.text,004010D9,main,B67,T,488D5590,lea,lea_14,rdx,[rbp+var_70],1,4,N,,lea,C
.text,004010DD,main,B67,T,488D45A0,lea,lea_14,rax,[rbp+var_60],1,4,N,,lea,C
.text,004010E1,main,B67,T,4889D6,mov,mov_11,rsi,rdx,1,1,N,,mov,C
.text,004010E4,main,B67,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,004010E7,main,B67,T,E8CAF6FFFF,call,call_70,function_1,,7,0,J,.CODE,call.CODE,C
.text,004010EC,main,B67,T,0FB64591,movzx,movzx_14,eax,[rbp+var_6F],1,4,N,,movzx,C
.text,004010F0,main,B67,T,3C90,cmp,cmp_15,al,90h,1,5,N,,cmp,C
.text,004010F2,main,B67,T,750A,jnz,jnz_70,loc_4010FE,,7,0,J,.CODE,jnz.CODE,C
.text,004010F4,main,B68,T,BF15124000,mov,mov_15,edi,offset s,1,5,N,_r.DATA,mov_r.DATA,C
.text,004010F9,main,B68,T,E822F5FFFF,call,call_70,_puts,,7,0,J,.CODE,call.CODE,C
.text,004010FE,main,B69,T,C745F800000000,mov,mov_45,[rbp+var_8],0,4,5,N,,mov,C
.text,00401105,main,B69,T,EB22,jmp,jmp_70,loc_401129,,7,0,J,.CODE,jmp.CODE,C
.text,00401107,main,B70,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,0040110A,main,B70,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,0040110C,main,B70,T,0FB6440590,movzx,movzx_14,eax,[rbp+rax+var_70],1,4,N,,movzx,C
.text,00401111,main,B70,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00401114,main,B70,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,00401116,main,B70,T,BF1E124000,mov,mov_15,edi,offset aU,1,5,N,_r.DATA,mov_r.DATA,C
.text,0040111B,main,B70,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00401120,main,B70,T,E80BF5FFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00401125,main,B70,T,8345F801,add,add_45,[rbp+var_8],1,4,5,N,,add,C
.text,00401129,main,B71,T,837DF803,cmp,cmp_45,[rbp+var_8],3,4,5,N,,cmp,C
.text,0040112D,main,B71,T,7ED8,jle,jle_70,loc_401107,,7,0,J,.CODE,jle.CODE,C
.text,0040112F,main,B72,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00401134,main,B72,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,00401135,main,B72,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00401140,__libc_csu_init,B73,T,4157,push,push_10,r15,,1,0,N,,push,S
.text,00401142,__libc_csu_init,B73,T,4189FF,mov,mov_11,r15d,edi,1,1,N,,mov,C
.text,00401145,__libc_csu_init,B73,T,4156,push,push_10,r14,,1,0,N,,push,C
.text,00401147,__libc_csu_init,B73,T,4989F6,mov,mov_11,r14,rsi,1,1,N,,mov,C
.text,0040114A,__libc_csu_init,B73,T,4155,push,push_10,r13,,1,0,N,,push,C
.text,0040114C,__libc_csu_init,B73,T,4989D5,mov,mov_11,r13,rdx,1,1,N,,mov,C
.text,0040114F,__libc_csu_init,B73,T,4154,push,push_10,r12,,1,0,N,,push,C
.text,00401151,__libc_csu_init,B73,T,4C8D2548022000,lea,lea_12,r12,__frame_dummy_init_array_entry,1,2,N,_r.DATA,lea_r.DATA,C
.text,00401158,__libc_csu_init,B73,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,00401159,__libc_csu_init,B73,T,488D2D48022000,lea,lea_12,rbp,__do_global_dtors_aux_fini_array_entry,1,2,N,_r.DATA,lea_r.DATA,C
.text,00401160,__libc_csu_init,B73,T,53,push,push_10,rbx,,1,0,N,,push,C
.text,00401161,__libc_csu_init,B73,T,4C29E5,sub,sub_11,rbp,r12,1,1,N,,sub,C
.text,00401164,__libc_csu_init,B73,T,31DB,xor,xor_11,ebx,ebx,1,1,N,,xor,C
.text,00401166,__libc_csu_init,B73,T,48C1FD03,sar,sar_15,rbp,3,1,5,N,,sar,C
.text,0040116A,__libc_csu_init,B73,T,4883EC08,sub,sub_15,rsp,8,1,5,N,,sub,C
.text,0040116E,__libc_csu_init,B73,T,E85DF4FFFF,call,call_70,_init_proc,,7,0,J,.CODE,call.CODE,C
.text,00401173,__libc_csu_init,B73,T,4885ED,test,test_11,rbp,rbp,1,1,N,,test,C
.text,00401176,__libc_csu_init,B73,T,741E,jz,jz_70,loc_401196,,7,0,J,.CODE,jz.CODE,C
.text,00401178,__libc_csu_init,B74,T,0F1F840000000000,nop,nop_40,dword ptr [rax+rax+00000000h],,4,0,N,,nop,C
.text,00401180,__libc_csu_init,B75,T,4C89EA,mov,mov_11,rdx,r13,1,1,N,,mov,C
.text,00401183,__libc_csu_init,B75,T,4C89F6,mov,mov_11,rsi,r14,1,1,N,,mov,C
.text,00401186,__libc_csu_init,B75,T,4489FF,mov,mov_11,edi,r15d,1,1,N,,mov,C
.text,00401189,__libc_csu_init,B75,T,41FF14DC,call,call_30,qword ptr [r12+rbx*8],,3,0,J,,call,C
.text,0040118D,__libc_csu_init,B75,T,4883C301,add,add_15,rbx,1,1,5,N,,add,C
.text,00401191,__libc_csu_init,B75,T,4839EB,cmp,cmp_11,rbx,rbp,1,1,N,,cmp,C
.text,00401194,__libc_csu_init,B75,T,75EA,jnz,jnz_70,loc_401180,,7,0,J,.CODE,jnz.CODE,C
.text,00401196,__libc_csu_init,B76,T,4883C408,add,add_15,rsp,8,1,5,N,,add,C
.text,0040119A,__libc_csu_init,B76,T,5B,pop,pop_10,rbx,,1,0,N,,pop,C
.text,0040119B,__libc_csu_init,B76,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,0040119C,__libc_csu_init,B76,T,415C,pop,pop_10,r12,,1,0,N,,pop,C
.text,0040119E,__libc_csu_init,B76,T,415D,pop,pop_10,r13,,1,0,N,,pop,C
.text,004011A0,__libc_csu_init,B76,T,415E,pop,pop_10,r14,,1,0,N,,pop,C
.text,004011A2,__libc_csu_init,B76,T,415F,pop,pop_10,r15,,1,0,N,,pop,C
.text,004011A4,__libc_csu_init,B76,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004011B0,__libc_csu_fini,B77,T,F3C3,retn,retn_00,,,0,0,N,,retn,S
