,Flname,FnName,Art,Max,Unq,Len,OT,pred
567,2_1_1_constant_char_2_addop.prob3,main,354.243726256,8.51844596613,16,157,1,obfs
568,2_1_1_constant_char_2_addop.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
569,2_1_1_constant_char_2_addop.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
570,2_1_1_constant_char_2_addop.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
571,RF-default.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
572,RF-default.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
573,RF-default.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
574,RF-default.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
575,RF-default.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
576,RF-default.prob3,main,164.55254265899998,9.277623847100001,13,53,2,norm
577,RF-default.prob3,SECRET_1,787.140394512,10.9506955038,16,210,3,norm
578,RF-default.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
579,RF-default.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
580,chklic.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
581,chklic.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
582,chklic.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
583,chklic.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
584,chklic.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
585,chklic.prob3,renewlicense,20.8443534477,6.057313729500001,5,6,0,norm
586,chklic.prob3,checklicense,97.3399149427,5.29465342914,11,35,0,norm
587,chklic.prob3,main,18.5184558905,3.76471335307,5,6,0,norm
588,chklic.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
589,chklic.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
590,test_encl.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
591,test_encl.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
592,test_encl.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
593,test_encl.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
594,test_encl.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
595,test_encl.prob3,encodeStrings_litStr0_i$nit,16.1487824756,6.71292734044,4,4,0,norm
596,test_encl.prob3,encodeStrings_litStr9_i$nit,16.1487824756,6.71292734044,4,4,0,norm
597,test_encl.prob3,encodeStrings_litStr2_i$nit,16.1487824756,6.71292734044,4,4,0,norm
598,test_encl.prob3,encodeStrings_litStr6_i$nit,16.1487824756,6.71292734044,4,4,0,norm
599,test_encl.prob3,encodeStrings_litStr3_i$nit,16.1487824756,6.71292734044,4,4,0,norm
600,test_encl.prob3,megaInit,75.8711230079,6.116760716919999,5,17,0,norm
601,test_encl.prob3,encodeStrings_litStr5_i$nit,16.1487824756,6.71292734044,4,4,0,norm
602,test_encl.prob3,failed,31.4634127984,6.2811052390799995,6,10,0,norm
603,test_encl.prob3,succeeded,31.4634127984,6.2811052390799995,6,10,0,norm
604,test_encl.prob3,encodeStrings_litStr8_i$nit,16.1487824756,6.71292734044,4,4,0,norm
605,test_encl.prob3,encodeStrings_litStr12_i$nit,16.1487824756,6.71292734044,4,4,0,norm
606,test_encl.prob3,main,255.590573468,5.283338317019999,10,118,0,norm
607,test_encl.prob3,encodeStrings_litStr10_i$nit,16.1487824756,6.71292734044,4,4,0,norm
608,test_encl.prob3,_1_stringEncoder,2685.18114463,8.175571680900001,10,763,1,norm
609,test_encl.prob3,encodeStrings_litStr1_i$nit,16.1487824756,6.71292734044,4,4,0,norm
610,test_encl.prob3,encodeStrings_litStr4_i$nit,16.1487824756,6.71292734044,4,4,0,norm
611,test_encl.prob3,encodeStrings_litStr7_i$nit,16.1487824756,6.71292734044,4,4,0,norm
612,test_encl.prob3,encodeStrings_litStr11_i$nit,16.1487824756,6.71292734044,4,4,0,norm
613,test_encl.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
614,test_encl.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
615,chklic_891022408_vir.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
616,chklic_891022408_vir.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
617,chklic_891022408_vir.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
618,chklic_891022408_vir.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
619,chklic_891022408_vir.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
620,chklic_891022408_vir.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
621,chklic_891022408_vir.prob3,failed,362.522314077,7.378112199380001,16,118,0,norm
622,chklic_891022408_vir.prob3,main,333.766588966,5.97526174974,16,114,0,norm
623,chklic_891022408_vir.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
624,chklic_891022408_vir.prob3,renewlicense,362.522314077,7.378112199380001,16,118,0,norm
625,chklic_891022408_vir.prob3,checklicense,1256.24388257,6.199398599659999,20,432,0,norm
626,chklic_891022408_vir.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
627,chklic_891022408_vir.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
628,chklic_891022408_vir.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
629,test_vir.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
630,test_vir.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
631,test_vir.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
632,test_vir.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
633,test_vir.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
634,test_vir.prob3,succeeded,338.524643984,7.378112199380001,16,107,0,obfs
635,test_vir.prob3,main,1327.90679801,5.97526174974,19,442,0,norm
636,test_vir.prob3,failed,338.30089977,7.378112199380001,16,107,0,obfs
637,test_vir.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
638,test_vir.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
639,test_vir.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
640,chklic_891022408.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
641,chklic_891022408.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
642,chklic_891022408.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
643,chklic_891022408.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
644,chklic_891022408.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
645,chklic_891022408.prob3,renewlicense,20.8443534477,6.057313729500001,5,6,0,norm
646,chklic_891022408.prob3,failed,20.8443534477,6.057313729500001,5,6,0,norm
647,chklic_891022408.prob3,checklicense,115.18961908799999,5.29465342914,11,44,0,norm
648,chklic_891022408.prob3,main,25.1737069583,3.9190129365900006,6,8,0,norm
649,chklic_891022408.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
650,chklic_891022408.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
